StudyHours,ExtraParticipation,PapersPracticed,PreviousMarks,SleepingHours,PerformanceIndex
4,No,5,46,8,30
8,Yes,4,45,6,41
4,No,7,97,5,81
1,No,5,47,5,21
6,Yes,8,58,6,46
4,No,2,72,8,52
8,Yes,6,83,6,78
8,No,6,97,9,95
2,No,0,85,5,61
5,No,0,42,4,25
8,No,2,85,7,78
7,Yes,7,81,4,74
8,No,5,70,5,59
6,Yes,3,81,5,69
8,Yes,2,95,6,87
7,Yes,9,97,5,91
9,No,8,78,8,79
5,Yes,6,93,8,80
9,No,3,40,9,38
8,Yes,8,92,7,89
4,No,0,69,7,50
3,No,7,66,9,48
8,Yes,4,86,7,82
3,Yes,9,65,9,43
2,No,1,76,6,53
9,Yes,4,67,9,64
6,No,1,41,5,24
9,Yes,4,40,4,35
5,Yes,0,52,8,35
3,No,3,84,8,64
6,Yes,5,49,7,37
9,Yes,3,79,7,78
1,No,9,50,4,24
6,No,7,73,8,65
8,No,0,52,9,45
5,Yes,5,87,9,75
1,Yes,7,48,6,25
9,No,0,44,4,39
2,No,5,87,9,67
1,Yes,9,64,9,42
9,Yes,5,94,7,94
5,No,6,94,5,81
5,Yes,4,92,5,79
4,Yes,3,50,9,34
8,No,7,80,8,77
4,Yes,8,48,7,29
7,No,8,87,7,79
3,Yes,5,44,9,24
4,Yes,2,84,9,67
1,Yes,9,70,8,45
2,Yes,9,67,7,44
5,No,7,99,4,82
6,No,5,42,9,31
5,Yes,0,59,9,45
9,No,5,74,8,74
4,No,5,61,8,44
9,Yes,7,54,6,51
4,No,1,97,4,81
1,Yes,0,95,6,67
3,No,3,52,4,31
1,Yes,7,51,8,26
1,No,4,72,6,51
8,No,6,57,6,50
8,Yes,5,95,9,94
9,Yes,3,42,6,38
1,No,0,67,8,42
4,No,5,72,6,56
9,No,5,41,8,37
4,Yes,0,72,7,54
6,Yes,4,55,4,42
1,Yes,4,58,8,35
4,No,1,60,8,40
7,Yes,4,54,6,45
1,Yes,5,75,9,50
5,Yes,8,68,4,52
8,No,3,55,6,47
6,Yes,2,77,4,66
4,No,8,82,9,67
4,No,3,87,7,70
3,No,0,92,8,74
9,Yes,9,83,6,85
3,Yes,6,73,9,52
4,No,4,86,8,71
9,Yes,7,56,5,50
9,Yes,9,63,5,60
8,No,8,52,8,48
4,Yes,6,88,7,72
9,No,7,79,7,78
9,Yes,2,58,5,56
1,No,3,51,7,23
6,No,2,46,6,27
3,Yes,3,76,4,54
8,Yes,1,96,4,85
9,Yes,4,77,8,77
4,No,6,73,8,56
5,Yes,2,70,8,55
6,Yes,9,66,4,56
6,No,8,47,9,36
3,Yes,8,81,4,63
8,Yes,7,56,6,52
9,No,4,46,4,40
7,No,8,62,8,52
7,Yes,3,84,7,79
9,Yes,0,72,8,69
4,Yes,2,89,5,72
9,No,8,78,4,72
4,No,6,79,7,66
6,Yes,6,68,7,62
7,Yes,2,43,9,37
9,Yes,8,87,8,84
7,Yes,9,91,4,83
9,Yes,9,46,7,45
3,No,6,71,6,52
3,No,2,96,9,77
4,Yes,5,74,5,60
4,No,2,86,4,62
7,No,9,44,9,37
7,Yes,5,81,4,72
7,No,6,70,9,64
1,No,4,75,8,49
6,No,0,85,4,66
8,No,1,55,6,48
9,Yes,8,41,6,40
1,Yes,3,85,6,60
5,No,7,71,4,58
7,No,3,47,5,36
8,Yes,2,72,7,67
2,Yes,7,71,4,50
9,No,5,58,6,54
5,Yes,5,94,4,79
6,Yes,3,45,8,34
7,No,8,56,9,47
1,Yes,4,86,5,62
4,Yes,4,64,8,47
6,Yes,6,78,5,66
3,Yes,6,41,5,20
2,Yes,4,65,9,40
2,No,2,88,5,59
6,Yes,0,48,4,36
6,Yes,3,57,7,43
7,Yes,3,41,7,34
7,No,0,43,8,33
1,No,2,49,7,23
6,No,1,64,7,53
5,Yes,1,75,8,62
9,No,5,70,6,66
7,Yes,8,76,6,67
1,Yes,3,99,9,75
8,No,3,54,5,46
8,Yes,7,45,4,39
9,No,9,76,5,71
7,Yes,2,57,6,48
5,No,2,92,7,77
1,No,9,71,8,46
5,Yes,1,62,6,45
6,Yes,6,98,8,90
8,No,7,48,7,40
8,No,2,93,7,89
2,Yes,4,44,6,20
9,No,9,49,8,48
7,No,9,98,7,95
9,No,1,44,5,37
9,No,3,80,7,81
3,Yes,6,63,8,43
9,No,8,80,7,78
5,Yes,5,54,8,41
9,Yes,8,45,8,46
2,No,2,41,8,16
6,Yes,0,75,4,62
7,Yes,7,73,8,65
7,Yes,1,40,7,33
5,No,0,58,9,42
7,Yes,9,42,8,33
9,Yes,2,47,7,47
1,No,1,96,7,70
6,Yes,9,52,9,42
4,No,8,89,4,75
3,Yes,7,47,4,27
7,No,7,47,8,36
3,Yes,3,85,4,65
2,Yes,7,60,8,37
5,Yes,2,89,8,75
4,No,9,77,4,59
5,Yes,0,43,7,27
5,Yes,3,69,9,57
4,Yes,2,94,4,73
9,No,6,92,7,89
5,Yes,8,43,6,32
4,No,9,56,6,40
1,Yes,8,87,7,66
2,No,3,88,4,66
6,No,9,64,4,49
1,Yes,3,44,8,20
6,No,9,94,4,81
3,Yes,8,60,8,43
8,Yes,3,99,4,89
4,Yes,4,82,8,62
7,No,0,69,7,60
6,No,2,75,4,60
1,Yes,4,88,7,65
5,No,3,54,5,35
6,No,5,75,6,62
1,Yes,9,51,5,28
1,Yes,4,60,7,33
8,No,9,60,5,53
5,Yes,5,48,5,32
6,Yes,8,82,9,70
8,No,3,65,5,58
6,No,5,42,9,29
1,No,3,99,7,73
6,No,4,67,5,56
4,Yes,5,99,8,87
8,Yes,5,78,5,72
6,No,9,90,7,77
8,Yes,8,53,9,49
3,No,6,96,4,74
5,No,6,45,5,29
8,No,6,40,8,34
1,Yes,7,67,8,45
1,No,6,50,4,22
9,Yes,7,75,4,73
2,No,0,90,6,68
5,Yes,6,98,4,87
6,Yes,2,74,4,63
6,Yes,7,84,7,72
6,Yes,3,62,5,52
9,No,8,47,8,45
2,No,1,84,4,56
8,Yes,8,92,8,89
8,No,1,69,7,60
5,No,0,83,5,68
4,Yes,0,73,8,59
7,No,8,60,8,57
4,No,5,81,7,67
3,No,2,43,6,20
8,Yes,5,92,4,84
8,Yes,8,42,9,38
5,Yes,5,74,6,61
8,Yes,8,49,9,44
4,Yes,8,64,9,49
2,Yes,2,73,8,50
2,No,7,97,6,74
4,No,5,85,7,66
4,No,1,86,6,70
2,Yes,9,46,9,28
1,No,1,94,5,66
4,Yes,3,70,4,51
6,Yes,4,95,8,84
5,Yes,7,86,4,72
8,Yes,1,75,6,71
8,No,6,75,6,69
8,No,7,97,9,94
3,Yes,6,68,9,49
5,No,2,41,7,25
2,No,6,80,8,58
7,No,1,59,9,47
3,Yes,5,79,9,61
3,Yes,9,79,8,60
1,No,2,64,7,35
5,Yes,2,46,7,32
6,Yes,7,84,7,79
5,No,7,72,5,57
5,Yes,3,53,7,42
7,No,7,48,7,38
5,No,5,56,8,40
2,Yes,7,87,6,63
6,No,4,61,7,49
9,No,9,73,6,71
8,No,3,87,5,79
1,Yes,8,55,7,31
6,Yes,1,57,9,46
4,No,6,47,4,24
7,No,7,79,4,69
2,Yes,3,92,5,68
1,Yes,0,90,5,67
6,Yes,2,60,6,50
7,Yes,7,74,5,68
9,Yes,9,87,9,85
1,No,4,59,6,32
3,Yes,9,82,5,63
4,Yes,9,44,8,30
1,No,0,60,7,36
6,Yes,5,72,6,60
6,Yes,1,54,8,42
9,Yes,2,58,5,54
5,Yes,2,78,9,64
3,No,0,62,7,40
2,Yes,4,68,5,47
3,No,0,71,9,52
2,Yes,8,40,4,16
3,No,9,80,4,58
7,Yes,1,67,4,57
6,Yes,7,88,6,78
5,Yes,2,58,7,43
7,No,5,78,8,70
5,No,8,54,8,40
8,Yes,0,57,6,49
3,No,8,72,4,50
4,No,7,50,5,37
6,Yes,2,70,5,56
1,No,8,48,6,25
3,Yes,9,41,8,24
7,No,5,69,8,62
6,Yes,4,66,4,51
5,Yes,7,41,6,27
7,No,1,69,8,61
8,No,1,58,8,52
6,Yes,1,65,4,56
7,No,8,79,8,70
7,No,3,77,5,66
3,Yes,4,75,9,60
1,Yes,1,85,9,58
8,No,3,45,7,38
8,No,2,76,7,69
5,No,2,88,5,71
4,Yes,8,55,7,39
2,No,1,65,5,40
5,No,8,76,8,62
5,No,2,94,7,83
4,Yes,0,92,4,74
6,No,8,89,9,79
1,No,1,99,8,75
7,No,6,95,9,87
8,Yes,6,89,4,84
1,Yes,2,66,4,38
9,No,8,63,4,59
3,No,2,45,5,24
9,No,5,67,4,60
5,Yes,8,40,7,26
5,Yes,1,54,5,36
1,No,2,58,5,33
9,No,1,71,7,67
3,Yes,3,83,6,63
1,Yes,8,92,6,68
3,No,0,73,8,54
2,No,2,66,4,42
1,Yes,4,75,8,51
3,Yes,9,68,8,49
3,Yes,9,67,5,49
2,No,8,88,8,67
6,Yes,2,55,7,46
3,No,2,69,6,48
3,Yes,9,67,9,50
1,Yes,9,92,4,66
1,Yes,7,79,7,56
2,No,0,57,6,31
5,No,6,70,5,56
9,No,2,89,7,86
1,No,1,42,9,15
5,No,4,53,4,36
6,No,4,94,6,83
2,No,2,56,6,31
5,No,8,81,8,70
4,No,3,72,5,56
8,Yes,2,62,4,52
5,No,5,49,5,33
7,Yes,9,88,4,82
3,Yes,1,94,7,74
9,Yes,9,54,5,49
4,Yes,6,56,8,43
3,Yes,6,72,8,54
7,Yes,5,55,7,50
7,Yes,9,57,9,48
6,No,4,52,4,35
3,No,8,67,9,46
2,No,8,71,8,52
4,Yes,4,88,5,69
1,No,6,78,4,52
7,No,1,77,7,68
5,Yes,3,47,8,35
1,No,8,40,4,12
7,No,2,78,6,72
8,No,3,56,9,50
5,No,6,52,5,33
6,Yes,5,78,6,71
4,No,2,76,7,58
6,No,2,92,9,82
1,No,5,85,5,61
5,No,5,71,5,54
1,No,6,59,9,34
1,No,5,70,6,44
1,No,3,87,9,65
1,Yes,3,82,8,61
5,Yes,7,81,5,67
8,No,5,53,7,45
7,Yes,7,93,5,85
6,Yes,5,68,4,54
4,Yes,7,97,8,81
4,No,3,90,8,69
2,Yes,0,83,6,62
8,Yes,3,90,7,85
9,No,9,67,7,65
9,No,1,99,4,95
3,No,0,50,7,31
3,Yes,6,80,9,64
5,Yes,5,60,8,47
5,Yes,7,53,7,40
4,No,6,79,6,61
8,Yes,5,54,9,46
9,No,2,81,4,76
2,Yes,6,59,7,38
8,No,3,82,7,76
4,No,1,52,4,35
3,Yes,8,82,4,65
2,Yes,5,85,8,62
5,No,6,43,7,29
9,Yes,7,54,5,50
1,No,6,86,4,59
5,Yes,3,98,6,84
9,Yes,3,78,8,75
7,Yes,2,43,7,34
3,Yes,4,71,7,50
3,Yes,2,93,6,74
6,Yes,6,73,5,61
9,Yes,3,44,7,39
5,Yes,5,68,4,53
4,Yes,8,73,7,61
9,Yes,2,95,5,94
5,No,5,50,5,36
5,Yes,8,47,5,31
5,Yes,9,76,4,62
2,No,7,81,4,56
7,Yes,5,60,5,53
1,No,4,97,5,72
5,Yes,0,94,4,78
2,No,5,52,5,26
1,No,8,97,9,70
3,Yes,9,63,9,47
1,No,9,65,4,40
3,No,6,51,7,34
1,No,1,87,6,63
2,No,3,42,7,15
7,Yes,5,47,8,42
9,Yes,9,44,8,44
2,Yes,8,43,6,21
9,Yes,8,83,4,80
8,Yes,5,69,4,63
4,No,4,49,8,33
5,Yes,8,83,6,67
6,No,4,74,5,64
9,Yes,9,90,4,88
3,No,6,70,9,51
3,No,1,98,8,80
9,Yes,8,47,9,45
7,No,4,97,4,85
8,No,7,57,6,52
2,Yes,4,65,5,39
8,Yes,6,95,9,93
8,No,6,81,9,74
4,No,6,78,8,65
6,No,2,75,9,66
5,No,9,69,9,57
6,No,8,45,8,35
1,No,7,40,9,16
4,No,5,80,5,67
5,No,3,97,6,81
1,Yes,6,87,8,62
9,Yes,7,78,6,74
6,No,1,97,9,86
1,No,3,80,6,55
4,Yes,3,73,4,59
7,No,9,41,4,31
9,No,9,70,5,67
4,No,9,51,5,36
4,Yes,2,48,9,35
2,No,7,58,9,37
7,Yes,4,77,7,69
2,No,8,44,8,28
1,Yes,3,91,6,65
1,Yes,3,79,4,53
8,No,7,89,8,82
8,No,9,95,9,91
3,No,2,75,4,54
8,Yes,6,87,5,82
3,Yes,5,69,4,48
2,Yes,7,68,4,43
4,No,7,72,5,55
2,No,0,61,9,37
3,No,8,82,5,63
9,No,4,49,6,45
3,No,9,63,6,45
6,Yes,2,88,6,74
7,No,5,52,6,41
4,Yes,5,63,8,46
8,No,8,47,5,39
1,No,0,67,5,41
6,Yes,3,76,4,66
1,No,9,44,9,16
6,Yes,8,83,8,73
3,Yes,7,42,4,24
2,Yes,4,59,9,33
2,Yes,1,80,9,61
4,Yes,2,62,8,41
3,No,3,79,9,60
1,No,7,90,7,67
4,Yes,9,66,7,48
7,Yes,7,56,8,48
5,Yes,7,95,5,82
9,No,2,61,9,59
9,Yes,3,86,8,87
2,Yes,5,81,7,61
9,No,3,56,6,53
4,Yes,3,41,7,25
1,No,4,64,4,40
5,Yes,7,47,8,34
7,Yes,8,66,9,60
8,No,5,87,5,79
9,No,5,72,9,68
1,No,1,84,8,61
9,No,3,93,5,87
4,No,1,68,4,46
6,Yes,6,75,6,63
7,No,2,90,8,81
6,Yes,2,82,7,71
9,Yes,3,42,9,37
8,No,3,75,8,70
3,No,0,65,5,44
6,Yes,5,60,7,49
8,Yes,9,55,7,53
6,No,1,68,8,55
7,Yes,9,70,7,61
3,Yes,3,83,5,56
3,Yes,1,87,7,66
1,Yes,6,92,4,67
4,No,8,81,7,66
9,Yes,4,72,6,68
2,Yes,1,97,6,75
6,Yes,3,75,4,63
4,Yes,5,67,6,49
7,Yes,6,57,9,49
4,Yes,6,47,9,30
8,Yes,0,86,6,79
8,Yes,9,93,6,88
9,Yes,2,58,5,56
7,No,0,93,6,85
1,Yes,6,62,8,40
9,Yes,5,74,4,67
9,Yes,9,98,4,96
9,Yes,6,85,9,85
1,Yes,0,47,5,19
6,No,7,77,4,66
8,Yes,6,84,9,79
6,Yes,5,93,5,83
8,Yes,1,80,8,74
3,No,6,56,7,36
2,No,2,84,5,59
7,No,0,93,9,83
4,Yes,0,56,5,38
1,Yes,9,42,8,13
5,Yes,7,98,4,83
5,Yes,4,95,9,84
7,Yes,8,83,9,77
9,No,1,94,9,91
5,No,8,40,6,24
2,Yes,3,81,4,58
2,Yes,0,91,8,70
5,Yes,3,54,4,41
3,Yes,7,88,7,69
8,Yes,3,52,6,45
6,Yes,9,80,6,69
2,Yes,4,42,9,19
5,No,1,97,8,81
9,Yes,9,61,9,58
6,No,3,77,9,66
8,Yes,4,79,7,76
3,No,1,95,7,74
2,Yes,9,82,7,61
6,No,0,89,8,77
9,Yes,1,76,8,75
2,Yes,0,63,6,39
4,Yes,8,42,6,25
8,Yes,6,88,5,82
2,No,5,96,7,77
4,No,1,40,5,22
5,Yes,3,78,8,63
2,Yes,3,99,6,81
3,Yes,5,56,4,36
8,No,8,63,5,59
5,No,0,68,4,55
8,Yes,8,72,6,67
4,No,9,75,9,56
1,No,1,71,8,44
3,Yes,7,91,6,73
9,Yes,5,97,8,98
7,No,8,57,9,49
2,No,6,86,8,69
5,Yes,0,89,4,72
3,No,7,89,8,69
1,No,9,40,5,10
8,Yes,7,72,8,64
3,No,2,62,6,40
1,Yes,8,69,9,45
4,Yes,7,92,4,75
7,Yes,2,72,4,61
8,Yes,0,53,9,48
2,Yes,7,66,6,47
6,No,9,62,5,49
2,Yes,9,54,9,38
2,Yes,4,58,8,34
7,Yes,9,49,6,42
9,Yes,8,43,6,41
5,No,8,43,4,30
5,Yes,7,87,6,74
4,Yes,8,49,8,32
9,Yes,5,41,8,37
8,Yes,1,45,7,39
7,Yes,2,40,8,33
5,Yes,2,69,7,58
4,Yes,1,72,7,59
7,Yes,3,50,8,44
2,No,7,48,7,24
9,Yes,2,55,4,53
2,No,2,53,5,24
3,No,1,88,9,67
1,No,2,91,6,64
5,Yes,1,51,7,36
3,Yes,3,66,7,44
9,No,1,62,9,55
7,No,1,74,9,63
8,No,3,40,8,34
7,Yes,4,72,9,69
3,Yes,2,53,5,31
4,Yes,1,53,9,33
5,Yes,1,79,4,62
1,Yes,7,52,9,27
5,Yes,5,54,5,39
6,Yes,7,76,6,66
1,Yes,8,73,5,50
7,No,7,65,9,59
5,No,1,66,4,52
8,No,6,48,9,40
6,Yes,4,47,6,32
1,No,2,60,4,30
4,Yes,6,69,7,54
3,Yes,5,83,7,61
9,No,5,46,8,41
5,Yes,7,62,4,47
6,Yes,8,90,9,81
5,Yes,0,99,6,82
8,No,4,45,6,40
6,No,0,68,4,53
3,Yes,3,48,5,23
8,Yes,8,65,4,61
4,Yes,4,90,8,77
2,No,4,89,4,64
5,No,6,70,8,57
5,No,2,80,9,64
1,Yes,5,46,5,19
3,Yes,5,83,7,62
9,Yes,3,56,8,52
4,Yes,3,78,7,60
9,Yes,1,97,9,98
1,Yes,2,83,7,54
6,No,2,86,7,75
7,Yes,6,83,5,77
3,Yes,6,55,9,36
8,No,0,85,6,78
6,No,6,88,4,78
6,No,9,97,7,85
6,No,2,52,9,40
5,No,7,54,8,41
6,Yes,8,66,4,54
6,Yes,0,43,4,27
2,Yes,6,76,8,53
8,Yes,4,64,7,58
8,No,7,92,6,87
6,No,9,92,4,79
5,Yes,0,73,6,59
5,Yes,3,83,8,71
6,Yes,8,44,6,34
9,No,8,81,9,78
8,No,1,94,6,88
3,No,6,83,9,62
9,No,9,77,9,74
8,No,4,83,7,77
3,Yes,5,54,7,33
3,No,3,66,8,46
8,No,3,52,4,41
2,Yes,1,57,7,35
7,Yes,6,86,8,78
7,Yes,5,90,7,79
4,Yes,3,43,6,24
8,Yes,4,86,8,80
8,No,2,72,7,67
8,Yes,6,95,4,88
4,Yes,7,96,7,78
5,Yes,9,89,6,75
8,No,6,84,5,75
2,No,6,49,6,27
7,Yes,7,87,9,85
4,No,8,80,7,69
8,Yes,7,93,5,90
6,Yes,7,83,4,69
6,Yes,8,90,6,83
9,Yes,1,49,7,46
5,Yes,9,74,4,59
8,No,5,68,9,60
6,No,4,52,6,35
7,Yes,6,93,4,84
1,No,9,51,8,22
6,Yes,9,49,7,38
8,Yes,9,61,5,56
2,No,4,63,9,39
5,Yes,7,66,4,54
3,Yes,2,91,8,73
5,Yes,4,90,4,73
8,No,1,41,9,40
2,Yes,1,47,7,25
8,Yes,9,67,5,64
3,Yes,6,77,9,60
7,Yes,7,74,6,68
8,Yes,7,85,5,82
3,Yes,2,65,4,43
5,Yes,0,75,4,62
8,No,0,97,6,87
4,Yes,1,57,4,39
9,Yes,6,65,7,60
7,Yes,2,69,7,59
4,Yes,0,49,7,31
5,No,1,72,6,54
1,Yes,5,75,4,50
7,No,8,85,8,78
2,No,1,78,9,58
4,Yes,8,50,9,36
5,No,9,90,8,77
4,No,1,76,4,57
6,Yes,2,58,4,45
1,No,4,45,7,19
2,No,1,81,6,59
2,No,2,42,9,20
4,No,6,58,7,43
8,No,9,77,6,69
4,No,1,76,9,59
3,No,3,63,6,42
9,Yes,3,56,7,52
2,No,3,79,6,56
6,Yes,9,55,4,40
9,Yes,1,60,8,58
3,No,2,78,6,54
1,No,4,95,8,68
3,No,3,88,5,68
5,No,8,92,5,79
8,No,1,84,8,81
4,Yes,2,41,8,22
4,No,3,87,4,67
9,Yes,3,69,6,65
2,No,1,44,4,20
6,Yes,8,47,6,35
5,Yes,3,53,6,37
4,Yes,5,71,9,55
1,Yes,3,64,6,39
6,Yes,1,96,9,88
6,No,0,74,7,60
9,No,1,88,7,89
7,Yes,1,53,5,41
1,Yes,7,97,8,73
5,Yes,8,84,9,75
2,Yes,7,58,7,34
9,No,6,47,5,41
8,Yes,6,85,7,79
8,Yes,4,87,8,81
2,No,0,51,4,30
7,No,9,50,6,41
3,No,6,84,4,62
1,Yes,2,48,5,19
1,No,8,85,7,60
3,No,2,63,5,38
3,No,4,46,6,25
3,No,7,80,8,60
2,Yes,5,54,9,33
8,No,4,88,4,78
1,Yes,5,45,4,17
6,Yes,1,49,5,35
7,Yes,1,96,9,93
1,No,1,79,6,50
9,Yes,0,48,6,41
2,Yes,7,83,9,64
3,Yes,1,61,8,39
1,No,4,51,4,21
4,No,6,43,8,25
5,No,8,95,7,83
9,Yes,2,64,8,63
4,No,4,77,5,60
6,No,5,93,5,84
7,No,0,81,8,73
8,Yes,1,48,7,38
5,No,4,51,9,34
3,No,3,82,8,64
6,Yes,5,46,4,31
8,Yes,5,74,6,71
8,No,8,44,7,38
1,Yes,4,82,4,58
2,No,8,57,5,30
5,No,4,91,4,74
2,Yes,8,60,6,40
1,No,6,98,6,69
6,Yes,1,53,7,39
8,No,2,50,9,43
8,Yes,3,98,8,93
1,Yes,3,49,7,24
2,No,0,64,9,43
4,No,1,43,6,24
2,No,2,40,9,15
1,No,5,64,8,39
1,No,0,86,9,59
3,No,2,86,9,66
3,No,2,53,7,34
7,Yes,9,83,9,78
2,Yes,4,54,5,31
3,Yes,5,97,6,76
3,Yes,1,43,6,19
5,No,5,84,6,72
1,Yes,6,83,6,60
1,Yes,5,99,7,73
7,No,3,93,9,84
5,No,4,71,4,56
3,No,3,53,9,34
2,No,5,53,6,30
4,No,9,75,5,61
3,Yes,7,45,7,26
9,Yes,8,57,4,52
8,Yes,6,76,4,71
2,Yes,5,91,8,68
7,Yes,4,88,9,79
3,Yes,6,65,6,45
8,No,0,52,6,43
1,Yes,9,57,4,32
1,Yes,9,94,6,69
4,Yes,9,49,8,33
3,Yes,1,41,4,17
5,Yes,1,57,9,42
6,No,6,70,6,58
4,Yes,9,96,7,79
2,Yes,1,74,5,46
2,No,7,89,7,67
6,No,4,82,5,73
4,Yes,3,64,9,47
8,Yes,8,72,4,67
7,No,7,65,5,55
6,Yes,1,48,4,35
1,Yes,3,76,7,53
1,No,4,83,7,60
3,No,6,61,6,44
7,No,5,78,8,67
1,Yes,8,87,8,61
5,No,5,96,7,85
8,No,3,99,9,97
7,No,5,58,9,49
1,No,7,82,9,61
3,No,5,98,6,78
6,Yes,5,42,9,32
2,No,7,60,7,40
5,Yes,4,48,6,33
3,Yes,5,86,9,69
6,Yes,4,43,6,29
4,Yes,1,99,6,82
6,Yes,3,90,9,79
8,No,1,57,6,50
6,Yes,7,92,8,81
6,Yes,4,64,8,52
5,Yes,6,60,6,45
1,No,6,90,5,65
3,No,3,80,7,59
3,Yes,8,55,5,35
5,Yes,6,54,6,38
8,No,4,76,8,77
7,No,4,73,5,63
2,Yes,1,72,4,49
6,No,8,60,9,49
2,Yes,2,65,6,40
2,Yes,8,44,9,26
1,Yes,1,94,5,64
3,Yes,8,99,6,80
5,No,1,57,9,45
4,Yes,2,93,5,76
3,Yes,3,86,5,64
9,Yes,1,80,6,77
3,No,6,74,6,54
8,No,5,70,8,61
5,Yes,0,49,5,31
7,No,7,41,4,31
2,Yes,6,87,7,64
8,Yes,9,54,5,49
7,Yes,5,64,8,58
7,No,6,80,9,74
5,Yes,6,47,8,33
7,No,8,76,8,71
8,No,9,67,7,65
3,Yes,8,53,9,40
3,No,8,82,4,60
3,No,1,95,9,75
5,No,3,99,6,87
9,Yes,1,85,8,81
5,Yes,0,58,5,40
4,No,0,87,8,69
7,No,4,46,7,36
9,No,3,84,9,83
7,No,3,55,7,49
4,No,2,98,7,78
9,No,6,75,8,71
3,Yes,1,60,5,40
7,Yes,5,53,5,45
5,No,9,47,4,31
8,No,1,94,9,90
6,No,5,97,7,90
4,Yes,6,45,7,27
1,No,9,67,6,45
7,Yes,5,73,9,66
4,Yes,2,97,6,76
1,Yes,6,59,5,32
5,No,6,56,9,42
6,Yes,6,88,7,75
6,No,4,69,9,58
9,No,9,45,4,42
1,No,3,96,8,70
1,No,3,78,8,54
9,Yes,3,52,8,51
7,Yes,2,93,4,85
1,Yes,4,75,4,46
7,Yes,8,41,9,33
4,Yes,7,50,6,34
1,No,3,69,4,37
6,No,6,88,4,75
4,No,4,73,7,53
5,Yes,0,77,8,62
8,No,8,82,8,79
6,Yes,0,77,7,64
6,No,3,54,7,43
2,No,2,90,6,66
9,Yes,9,83,8,85
1,Yes,0,91,5,63
1,Yes,1,69,5,42
9,Yes,4,45,8,43
8,No,3,48,6,41
7,Yes,2,83,6,74
8,No,8,89,7,87
5,No,2,97,7,79
8,No,9,61,8,56
1,Yes,1,69,7,48
6,No,5,50,5,38
5,Yes,4,93,8,80
1,No,6,81,6,55
7,Yes,4,89,7,82
3,No,2,89,5,68
1,No,8,46,8,24
3,Yes,7,61,8,41
5,No,1,93,7,76
6,No,6,54,8,45
9,Yes,8,86,9,84
5,Yes,0,74,5,57
2,Yes,8,94,9,75
1,No,4,55,5,30
2,No,0,44,5,15
6,Yes,1,73,7,63
8,Yes,5,63,9,61
8,No,6,91,4,87
2,Yes,5,46,4,23
4,Yes,1,80,9,62
5,Yes,6,56,7,46
8,Yes,8,73,8,67
4,Yes,6,97,7,81
3,No,6,73,7,56
7,No,2,43,4,33
7,No,5,45,7,36
3,No,6,80,6,62
5,No,5,60,4,45
2,No,7,96,8,73
5,Yes,7,46,7,33
8,No,4,48,6,41
1,Yes,4,80,5,56
6,No,2,75,4,61
6,No,5,89,5,79
8,Yes,9,99,8,99
7,No,2,88,8,80
3,Yes,0,51,4,29
3,Yes,3,98,4,81
9,No,7,63,9,62
4,Yes,5,59,9,42
3,Yes,8,64,9,43
1,Yes,8,80,6,55
5,Yes,1,67,6,54
6,No,2,70,4,56
5,Yes,0,42,6,26
4,Yes,7,41,8,23
8,No,6,99,9,96
6,Yes,7,54,8,46
5,Yes,5,93,6,80
3,No,7,92,9,74
1,No,3,55,9,30
8,Yes,3,68,5,61
3,No,0,57,9,38
6,No,4,77,6,70
1,No,9,70,4,46
5,Yes,9,82,9,71
1,No,3,84,8,57
3,No,6,85,7,65
8,Yes,2,52,7,47
5,No,5,68,6,55
4,No,4,40,9,21
2,Yes,7,95,5,78
3,No,8,81,5,57
7,Yes,8,85,8,78
9,Yes,8,63,7,62
9,Yes,7,44,9,46
3,No,5,41,6,15
5,Yes,1,82,4,66
4,Yes,9,61,5,47
1,Yes,4,81,5,55
5,Yes,2,89,4,75
6,Yes,0,76,4,63
7,Yes,7,49,5,43
8,Yes,3,70,6,66
7,Yes,3,65,7,58
2,Yes,9,73,7,49
7,Yes,7,87,4,78
3,Yes,1,48,5,27
3,Yes,9,78,6,59
8,No,7,94,7,90
1,Yes,6,99,4,75
9,No,9,41,7,41
4,Yes,7,40,4,24
4,No,5,67,8,51
2,Yes,2,54,5,32
1,No,1,58,5,28
9,No,3,82,5,78
7,No,8,74,9,70
3,No,8,78,8,57
3,Yes,2,72,9,50
6,No,1,65,8,49
1,Yes,7,41,6,16
4,Yes,9,61,9,47
5,Yes,9,80,9,66
6,No,9,89,6,79
9,Yes,1,81,5,76
1,No,2,48,4,19
6,Yes,7,71,4,61
2,No,5,46,9,23
1,No,8,46,9,17
1,No,3,63,9,39
6,No,4,56,8,47
5,Yes,6,95,5,81
5,Yes,0,79,8,62
6,No,1,70,8,61
2,Yes,6,77,9,56
9,Yes,7,40,4,35
3,No,1,83,8,66
1,No,3,40,4,15
5,Yes,0,71,5,54
6,No,0,84,9,75
3,Yes,5,87,7,72
8,Yes,1,75,4,70
9,Yes,0,84,6,80
8,No,0,49,4,40
4,No,1,44,9,25
3,Yes,0,97,6,78
8,No,1,58,5,49
2,Yes,3,48,6,29
1,Yes,5,61,9,36
7,No,1,99,4,87
2,No,0,92,9,69
1,No,7,62,7,41
6,Yes,8,89,7,77
7,Yes,8,80,4,71
2,Yes,5,78,4,57
9,No,9,54,8,51
3,Yes,1,43,6,22
5,No,9,91,8,80
